query,semantic,metric,predicate,width,height,depth,mu_x,mu_y,mu_z,sigma_s,x0,y0,z0,d0,sigma_m,theta0,phi0,kappa,room_x,room_y,room_z,room_width,room_height,room_depth,parent_room,P_combined
6.01 meters behind chair,chair,6.012230226633761,behind,0.42329086081397194,0.586243795381475,0.47956826916896134,0.10928255203659476,9.230518156826234,2.940042220500042,0.28831633344944085,0.10928255203659476,9.230518156826234,2.940042220500042,6.01,0.1729898000696645,4.71238898038469,1.5707963267948966,17.34206293545558,-0.35977999999999977,8.023005,3.8142699999999996,5.7488600000000005,2.31866,4.013789999999999,15,7.99594026738499e-263
5.19 meters below potted plant,potted plant,5.191572853097123,below,0.1426335033403463,0.17221920464157847,0.1317463876278384,-3.4563081626116134,3.670976941714202,3.545324907118787,0.08610960232078924,-3.4563081626116134,3.670976941714202,3.545324907118787,5.19,0.05166576139247354,0.0,3.141592653589793,58.06553352056141,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.3849699999999996,2,0.0
5.10 meters left chair,chair,5.095034826576164,left,0.5845018075474506,0.9321571947867705,0.6694457973471006,-8.52460925813587,-1.0824626219564935,0.4674616559853013,0.46689619656954634,-8.52460925813587,-1.0824626219564935,0.4674616559853013,5.1,0.2801377179417278,3.141592653589793,1.5707963267948966,10.709018485772194,-9.19996,-1.0966399999999998,1.1632514999999999,3.8484800000000003,2.366217,4.1661,10,2.3940524430387334e-77
2.20 meters below potted plant,potted plant,2.200499179545211,below,0.1426335033403463,0.17221920464157847,0.1317463876278384,-3.4563081626116134,3.670976941714202,3.545324907118787,0.08610960232078924,-3.4563081626116134,3.670976941714202,3.545324907118787,2.2,0.05166576139247354,0.0,3.141592653589793,58.06553352056141,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.3849699999999996,2,0.0
1.39 meters below chair,chair,1.3914304989726156,below,0.5943546341396111,0.936529255697227,0.539334624068901,-8.52460925813587,-1.0824626219564935,0.4674616559853013,0.46689619656954634,-8.52460925813587,-1.0824626219564935,0.4674616559853013,1.39,0.2801377179417278,0.0,3.141592653589793,10.709018485772194,-9.19996,-1.0966399999999998,1.1632514999999999,3.8484800000000003,2.366217,4.1661,10,4.506660916801547e-06
5.76 meters below couch,couch,5.759119294067652,below,0.9105070413840582,0.3768207333664625,0.9280472150633718,-1.2439678919704615,-4.989781571348766,0.24946679193215648,1.5915629639279114,-1.2439678919704615,-4.989781571348766,0.24946679193215648,5.76,0.9549377783567468,0.0,3.141592653589793,3.1415659407279795,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,1.2577636671352085e-08
1.74 meters below book,book,1.7393938278125716,below,0.09360049987550711,0.272071718277759,0.35269236927220504,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,1.74,0.13835044500450325,0.0,3.141592653589793,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,4.4954391496373083e-35
6.31 meters above handbag,handbag,6.310349083741825,above,0.22123286130974495,0.33319915020332047,0.19622492599939328,-7.887997530664409,-0.45091589215853145,4.0807177837049915,0.16659957510166024,-7.887997530664409,-0.45091589215853145,4.0807177837049915,6.31,0.09995974506099614,0.0,0.0,30.012081345039235,-8.341380000000001,-0.1583399999999997,3.8518049999999997,1.7472200000000004,2.3924099999999995,2.26264,7,0.0
5.78 meters left potted plant,potted plant,5.7828362501843795,left,0.3922773475796646,0.5096337775423677,0.46084013435398496,-7.860535105578236,5.664743754611277,0.835990403508774,0.25481688877118386,-7.860535105578236,5.664743754611277,0.835990403508774,5.78,0.1528901332627103,3.141592653589793,1.5707963267948966,19.621933318908916,-6.933929999999999,3.2795495000000003,2.468492,7.16334,5.001816000000001,5.735061,14,1.3452e-319
9.75 meters behind sink,sink,9.753753493622881,behind,0.7231781282227256,0.12661958064636525,0.5776884866847674,-1.1381325064329912,3.9894162825986115,0.8823293849270272,0.3615890641113628,-1.1381325064329912,3.9894162825986115,0.8823293849270272,9.75,0.2169534384668177,4.71238898038469,1.5707963267948966,13.82785182479991,0.003114999999999979,3.01641,1.1711004999999999,3.41379,2.3786590000000003,2.5967399999999996,18,0.0
1.97 meters above handbag,handbag,1.9692713844465173,above,0.3419568652917291,0.45611921354384455,0.3872292061864351,-0.8041992929123619,-1.2166306918824918,2.8753754086831886,0.22805960677192227,-0.8041992929123619,-1.2166306918824918,2.8753754086831886,1.97,0.13683576406315337,0.0,0.0,21.924092875422684,-0.11858999999999997,0.08936500000000014,3.794285,3.7397,2.3278299999999996,3.03579,5,9.822611213142388e-46
2.54 meters below book,book,2.538960224438208,below,0.3157155305715723,0.29625247659550613,0.20832139639623448,0.3812439968417817,-1.160566192243767,3.190143167907392,0.14327104676407032,0.3812439968417817,-1.160566192243767,3.190143167907392,2.54,0.0859626280584422,0.0,3.141592653589793,34.89888650170668,-0.11858999999999997,0.08936500000000014,3.794285,3.7397,2.3278299999999996,3.03579,5,2.604325437053676e-190
3.18 meters above book,book,3.1809928858623255,above,0.20893007034817623,0.36383475421780687,0.597404570457327,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.21063692174810023,-1.779408805203084,-0.5092835842504091,1.5100105239436603,3.18,0.12638215304886014,0.0,0.0,23.73752881738121,-0.17086999999999986,0.10506000000000015,1.1783815000000002,3.8574200000000003,2.3847570000000005,3.0424800000000003,11,3.3172718061510224e-138
9.25 meters above dining table,dining table,9.247685367987422,above,1.232475363278411,0.9429438628494222,2.10575730299346,-9.04702064983407,-1.0022240261653557,0.4908244649618658,1.05287865149673,-9.04702064983407,-1.0022240261653557,0.4908244649618658,9.25,0.6317271908980381,0.0,0.0,4.748885346751214,-9.19996,-1.0966399999999998,1.1632514999999999,3.8484800000000003,2.366217,4.1661,10,2.7776686112180373e-47
6.07 meters behind potted plant,potted plant,6.074730269951463,behind,0.12861781964967722,0.15586333648357698,0.13035591958497372,-2.269664457211245,-3.8757878534793404,0.46313154029579545,0.07793166824178849,-2.269664457211245,-3.8757878534793404,0.46313154029579545,6.07,0.04675900094507309,4.71238898038469,1.5707963267948966,64.15877027663707,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,0.0
5.96 meters right chair,chair,5.9563384281066325,right,0.5943546341396111,0.936529255697227,0.539334624068901,-8.52460925813587,-1.0824626219564935,0.4674616559853013,0.46689619656954634,-8.52460925813587,-1.0824626219564935,0.4674616559853013,5.96,0.2801377179417278,0.0,1.5707963267948966,10.709018485772194,-9.19996,-1.0966399999999998,1.1632514999999999,3.8484800000000003,2.366217,4.1661,10,2.3022449301113082e-94
8.62 meters right book,book,8.615157636047343,right,0.18586979401112247,0.22087498107178583,0.3602309731386253,1.536582151281667,-2.488528382150262,4.132380423955373,0.40747627599624336,1.536582151281667,-2.488528382150262,4.132380423955373,8.62,0.244485765597746,0.0,1.5707963267948966,12.270653028266354,-0.33592500000000003,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,2.4690445166095046e-265
8.93 meters right book,book,8.928656197175597,right,0.3035597145642126,0.41236067512464336,0.5032990939678008,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,8.93,0.13835044500450325,0.0,1.5707963267948966,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,0.0
7.58 meters right dining table,dining table,7.5842126400980865,right,1.7525366551586474,0.6556631223202487,0.8551612829302595,-0.11871538251524894,9.53390042524207,3.055825114028363,0.8762683275793237,-0.11871538251524894,9.53390042524207,3.055825114028363,7.58,0.5257609965475942,0.0,1.5707963267948966,5.706014747574427,-0.35977999999999977,8.023005,3.8142699999999996,5.7488600000000005,2.31866,4.013789999999999,15,2.202042409510937e-43
2.90 meters below dining table,dining table,2.90297794269934,below,0.6077294747640383,0.6680109117377788,0.5723510799400069,-2.2774152739224665,-3.8644106865601118,0.16799452729079273,0.3340054558688894,-2.2774152739224665,-3.8644106865601118,0.16799452729079273,2.9,0.20040327352133364,0.0,3.141592653589793,14.969815349251963,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,3.375612446208047e-46
2.28 meters below tv,tv,2.283567657451985,below,1.4240820183044258,0.9269793451746489,0.22210663985183765,-0.6576052757928084,-1.499579284672527,1.33536986426668,0.7120410091522129,-0.6576052757928084,-1.499579284672527,1.33536986426668,2.28,0.42722460549132774,0.0,3.141592653589793,7.022067459222915,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,6.537349853033817e-07
3.41 meters right book,book,3.4067701182256673,right,0.08182096807582173,0.29177698923027684,0.38884650758471295,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,3.41,0.13835044500450325,0.0,1.5707963267948966,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,3.16161658370297e-123
8.37 meters right book,book,8.371489559408417,right,0.4297801907110781,0.3835695899080176,0.4611681500150109,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,8.37,0.13835044500450325,0.0,1.5707963267948966,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,0.0
3.85 meters front book,book,3.8453305387091907,front,0.24619186662181064,0.28654209352814064,0.2461128674359776,0.3812439968417817,-1.160566192243767,3.190143167907392,0.14327104676407032,0.3812439968417817,-1.160566192243767,3.190143167907392,3.85,0.0859626280584422,1.5707963267948966,1.5707963267948966,34.89888650170668,-0.11858999999999997,0.08936500000000014,3.794285,3.7397,2.3278299999999996,3.03579,5,0.0
7.52 meters front book,book,7.520455618507715,front,0.30836545547265226,0.43453506578348455,0.6059661130306919,1.53928687552064,-1.8161802935159996,1.0640301516809192,0.30298305651534596,1.53928687552064,-1.8161802935159996,1.0640301516809192,7.52,0.18178983390920758,1.5707963267948966,1.5707963267948966,16.502572973900776,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,0.0
4.55 meters above potted plant,potted plant,4.546110178724957,above,0.2657769821111762,0.21109557519795175,0.167024383168612,-2.7880683136286732,-5.173165826352319,3.4648968582391575,0.18152158132461804,-2.7880683136286732,-5.173165826352319,3.4648968582391575,4.55,0.10891294879477083,0.0,0.0,27.544934125812937,-4.901275,-4.10262,4.02501,5.03139,2.7556399999999996,5.33024,4,0.0
5.14 meters left bed,bed,5.1432846250157915,left,1.5306608131227204,1.1133272001790453,1.403141444640808,-10.32217732215165,-2.528724499205633,3.2400661109450875,0.7653304065613602,-10.32217732215165,-2.528724499205633,3.2400661109450875,5.14,0.4591982439368161,3.141592653589793,1.5707963267948966,6.533126029142194,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,9.030946151927669e-31
3.32 meters behind oven,oven,3.318527448884971,behind,0.8657664726036014,1.778471902540148,0.1772607868474756,-5.752398861425128,-3.833067873523202,0.785509335543609,0.8249407567906872,-5.752398861425128,-3.833067873523202,0.785509335543609,3.32,0.4949644540744123,4.71238898038469,1.5707963267948966,6.061041303683161,-5.3843749999999995,-4.115965,1.1871730000000003,5.51159,2.4101540000000004,5.3351299999999995,12,1.6993086485769498e-10
3.74 meters right book,book,3.7427883004588063,right,0.08182096807582173,0.29177698923027684,0.38884650758471295,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,3.74,0.13835044500450325,0.0,1.5707963267948966,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,5.396081721675929e-150
9.25 meters front oven,oven,9.249314141743387,front,0.7356701400861653,1.3689712812346588,1.6603545026334645,1.1292890555103143,2.3938391978594864,0.6756267279761883,0.8301772513167323,1.1292890555103143,2.3938391978594864,0.6756267279761883,9.25,0.49810635079003934,1.5707963267948966,1.5707963267948966,6.022810179476216,0.003114999999999979,3.01641,1.1711004999999999,3.41379,2.3786590000000003,2.5967399999999996,18,1.3037934689915424e-75
4.67 meters above toilet,toilet,4.6718970613427135,above,0.24129706160999298,0.6318164875528756,0.5888035757237982,-10.501183343214388,0.5583660484365035,3.0687024961521265,0.2091369993504717,-10.501183343214388,0.5583660484365035,3.0687024961521265,4.67,0.125482199610283,0.0,0.0,23.907773447686328,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,1.7274272180650097e-301
9.99 meters left bed,bed,9.988394318265609,left,0.5086335078198942,0.9646869027287834,1.7469343821012049,-2.487647124233562,-4.61674361771138,0.4609600658352984,0.8734671910506024,-2.487647124233562,-4.61674361771138,0.4609600658352984,9.99,0.5240803146303614,3.141592653589793,1.5707963267948966,5.724313461603546,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,4.089536712105181e-82
1.48 meters below handbag,handbag,1.481845396181218,below,0.22123286130974495,0.33319915020332047,0.19622492599939328,-7.887997530664409,-0.45091589215853145,4.0807177837049915,0.16659957510166024,-7.887997530664409,-0.45091589215853145,4.0807177837049915,1.48,0.09995974506099614,0.0,3.141592653589793,30.012081345039235,-8.341380000000001,-0.1583399999999997,3.8518049999999997,1.7472200000000004,2.3924099999999995,2.26264,7,2.4989153429079597e-48
2.80 meters above teddy bear,teddy bear,2.799275290560946,above,0.10628790528651333,0.21613182533677033,0.1705877680066048,-1.4463328467458936,4.023546888747705,4.119310413124037,0.10806591266838517,-1.4463328467458936,4.023546888747705,4.119310413124037,2.8,0.0648395476010311,0.0,0.0,46.26805878504145,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,0.0
1.18 meters left sink,sink,1.1775275504978149,left,0.48666403470091835,0.20730204088208426,0.6824231845082163,-3.4020157948248633,4.121478546263153,3.4803050755911737,0.34121159225410813,-3.4020157948248633,4.121478546263153,3.4803050755911737,1.18,0.20472695535246488,3.141592653589793,1.5707963267948966,14.653663924396756,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.3849699999999996,2,2.6431708264331502e-14
6.72 meters behind couch,couch,6.720068071454919,behind,0.9105070413840582,0.3768207333664625,0.9280472150633718,-1.2439678919704615,-4.989781571348766,0.24946679193215648,1.5915629639279114,-1.2439678919704615,-4.989781571348766,0.24946679193215648,6.72,0.9549377783567468,4.71238898038469,1.5707963267948966,3.1415659407279795,-0.5029300000000001,-3.7433250000000005,1.0974825000000004,4.45508,2.560895,4.54655,13,1.7647227243378163e-11
5.21 meters right potted plant,potted plant,5.210971127832966,right,0.1426335033403463,0.17221920464157847,0.1317463876278384,-3.4563081626116134,3.670976941714202,3.545324907118787,0.08610960232078924,-3.4563081626116134,3.670976941714202,3.545324907118787,5.21,0.05166576139247354,0.0,1.5707963267948966,58.06553352056141,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.3849699999999996,2,0.0
5.63 meters front chair,chair,5.625741400900707,front,0.5694938972587814,1.1298347523791619,0.5952622764512654,0.10928255203659476,9.230518156826234,2.940042220500042,0.28831633344944085,0.10928255203659476,9.230518156826234,2.940042220500042,5.63,0.1729898000696645,1.5707963267948966,1.5707963267948966,17.34206293545558,-0.35977999999999977,8.023005,3.8142699999999996,5.7488600000000005,2.31866,4.013789999999999,15,9.972286126332153e-231
5.12 meters above book,book,5.116165548221405,above,0.3445894012264141,0.3344916167335321,0.6578305545432288,-0.113339690353431,1.9602619006513926,2.8638562672687335,0.23058407500750544,-0.113339690353431,1.9602619006513926,2.8638562672687335,5.12,0.13835044500450325,0.0,0.0,21.684064694568573,-0.08180999999999994,3.91699,3.806315,3.78756,2.31477,4.4938199999999995,6,4.030637541543153e-298
8.55 meters below clock,clock,8.554508440103515,below,0.466012458733596,0.4886289804629853,0.3397320677092681,0.7758239374105349,-1.241287283561039,3.43328561577158,0.24431449023149265,0.7758239374105349,-1.241287283561039,3.43328561577158,8.55,0.14658869413889558,0.0,3.141592653589793,20.465425506536285,-0.11858999999999997,0.08936500000000014,3.794285,3.7397,2.3278299999999996,3.03579,5,0.0
1.59 meters right chair,chair,1.5926283615099588,right,1.0841842354469091,0.9007895376887292,1.4452380970047871,1.1772024393024076,0.6069182910248485,0.44388212175039493,0.7226190485023936,1.1772024393024076,0.6069182910248485,0.44388212175039493,1.59,0.43357142910143615,0.0,1.5707963267948966,6.919275115100206,-0.17086999999999986,0.10506000000000015,1.1783815000000002,3.8574200000000003,2.3847570000000005,3.0424800000000003,11,1.215358643249277
9.58 meters below toilet,toilet,9.58489636992688,below,0.4182739987009434,0.10597452253335016,0.327723703124861,-10.501183343214388,0.5583660484365035,3.0687024961521265,0.2091369993504717,-10.501183343214388,0.5583660484365035,3.0687024961521265,9.58,0.125482199610283,0.0,3.141592653589793,23.907773447686328,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,0.0
6.87 meters right book,book,6.86894443066526,right,0.19419548727946734,0.43160415817736353,0.5887858925726024,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.21063692174810023,-1.779408805203084,-0.5092835842504091,1.5100105239436603,6.87,0.12638215304886014,0.0,1.5707963267948966,23.73752881738121,-0.17086999999999986,0.10506000000000015,1.1783815000000002,3.8574200000000003,2.3847570000000005,3.0424800000000003,11,0.0
4.59 meters front bed,bed,4.586641112138035,front,1.5306608131227204,1.1133272001790453,1.403141444640808,-10.32217732215165,-2.528724499205633,3.2400661109450875,0.7653304065613602,-10.32217732215165,-2.528724499205633,3.2400661109450875,4.59,0.4591982439368161,1.5707963267948966,1.5707963267948966,6.533126029142194,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,2.013822144857927e-22
4.39 meters front book,book,4.387793607554007,front,0.23643058629848723,0.2836283486437119,0.2488359774375205,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.21063692174810023,-1.779408805203084,-0.5092835842504091,1.5100105239436603,4.39,0.12638215304886014,1.5707963267948966,1.5707963267948966,23.73752881738121,-0.17086999999999986,0.10506000000000015,1.1783815000000002,3.8574200000000003,2.3847570000000005,3.0424800000000003,11,9.854307374751253e-263
5.10 meters left book,book,5.097254835927752,left,0.25081921892592973,0.4970657340507847,0.6123154708821479,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.21063692174810023,-1.779408805203084,-0.5092835842504091,1.5100105239436603,5.1,0.12638215304886014,3.141592653589793,1.5707963267948966,23.73752881738121,-0.17086999999999986,0.10506000000000015,1.1783815000000002,3.8574200000000003,2.3847570000000005,3.0424800000000003,11,0.0
