query,semantic,metric,predicate,width,height,depth,mu_x,mu_y,mu_z,sigma_s,x0,y0,z0,d0,sigma_m,theta0,phi0,kappa,room_x,room_y,room_z,room_width,room_height,room_depth,parent_room,P_combined
4.22 meters behind book,book,4.217660445307779,behind,0.2289820647200462,0.2344314501644209,0.4167801090211505,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.2326365901452767,-1.779408805203084,-0.5092835842504091,1.5100105239436603,4.22,0.1263821530488601,5.2560640104808645,1.8213297005692701,25.521884113128756,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,2.801441763922408e-237
7.74 meters left book,book,7.743664503669211,left,0.2045035714147596,0.3544110920053516,0.7196240955078705,1.536582151281667,-2.488528382150262,4.132380423955373,0.2885999705639582,1.536582151281667,-2.488528382150262,4.132380423955373,7.74,0.244485765597746,2.885692040489894,1.2928235443732392,10.321604012487514,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,1.565506638043529e-222
1.83 meters left chair,chair,1.8318180806700248,left,0.4473040434716022,0.5203555329082128,0.3268442787479954,-8.52460925813587,-1.0824626219564937,0.4674616559853013,0.3292275818139154,-8.52460925813587,-1.0824626219564937,0.4674616559853013,1.83,0.2801377179417278,3.395653032315555,1.5041295176652645,3.3549870132589046,-9.19996,-1.0966399999999998,1.1632515,3.84848,2.366217,4.1661,10,2.1203296727289475e-11
1.10 meters left book,book,1.1034616457941384,left,0.3157155305715723,0.2962524765955061,0.2083213963962344,0.3812439968417817,-1.160566192243767,3.190143167907392,0.17462243150908982,0.3812439968417817,-1.160566192243767,3.190143167907392,1.1,0.0859626280584422,3.476843280747546,2.1698155943024324,49.46819883174332,-0.1185899999999999,0.0893650000000001,3.794285,3.7397,2.32783,3.03579,5,4.875160683038806e-53
2.98 meters front potted plant,potted plant,2.9828074990235423,front,0.1367563576161132,0.192163101105159,0.1687742375639382,-3.431563506176909,-5.563912435553428,0.8793896834619862,0.13752249388017915,-3.431563506176909,-5.563912435553428,0.8793896834619862,2.98,0.0576489303315476,1.1749810787821509,0.9311824425755039,53.37768419137761,-5.384375,-4.115965,1.1871730000000005,5.51159,2.4101540000000004,5.33513,12,0.0
2.38 meters below bed,bed,2.3817084255906997,below,0.5086335078198942,0.9646869027287834,1.7469343821012049,-2.487647124233562,-4.61674361771138,0.4609600658352984,0.8319314650326339,-2.487647124233562,-4.61674361771138,0.4609600658352984,2.38,0.5240803146303614,-0.24483871962392323,3.0993553876648776,11.054214615541763,-0.5029300000000001,-3.743325000000001,1.0974825000000004,4.45508,2.560895,4.54655,13,5.2284483015422645e-05
5.83 meters above potted plant,potted plant,5.829090876750347,above,0.5393829034894466,0.4368416274906326,0.0734526616886279,-8.529078713338903,-3.0996075351297145,3.773297672918285,0.20329193844173074,-8.529078713338903,-3.0996075351297145,3.773297672918285,5.83,0.1125522490183177,-0.06345393481547533,0.0,18.28087273999885,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,0.0
3.24 meters right book,book,3.236286584514435,right,0.2508192189259297,0.4970657340507847,0.6123154708821479,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.20525866666626816,-1.779408805203084,-0.5092835842504091,1.5100105239436603,3.24,0.1263821530488601,0.7071719654319533,1.6098786832367624,28.6512263724965,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,5.444647605543166e-134
5.98 meters above potted plant,potted plant,5.980870302955349,above,0.1844671764752039,0.1985246204334972,0.1949954025289053,-9.105957030097564,-0.6317893356593669,0.8547200711678641,0.04714004553709989,-9.105957030097564,-0.6317893356593669,0.8547200711678641,5.98,0.0582417632346091,-0.47397750656680987,0.0,47.8832992238722,-9.19996,-1.0966399999999998,1.1632515,3.84848,2.366217,4.1661,10,0.0
1.82 meters above oven,oven,1.8190608041139875,above,1.6498815135813745,0.3268024200240422,0.9512018393452588,-5.752398861425128,-3.833067873523202,0.785509335543609,0.7428020888682486,-5.752398861425128,-3.833067873523202,0.785509335543609,1.82,0.4949644540744123,0.335395681494538,0.0,10.71890636805438,-5.384375,-4.115965,1.1871730000000005,5.51159,2.4101540000000004,5.33513,12,0.0011589033018390242
1.71 meters left book,book,1.7110903463629796,left,0.110328320187834,0.4817333768721197,0.582486174670662,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.2491320183586865,-1.779408805203084,-0.5092835842504091,1.5100105239436603,1.71,0.1263821530488601,3.078937494526557,1.5585675689542664,20.46359034023426,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,2.384557843810076e-49
8.15 meters behind chair,chair,8.148632797545687,behind,0.6938942986209757,0.5391165230011727,0.5430353665269334,-2.5661950396173414,-4.40288463526875,0.6557105730122503,0.7779438612992935,-2.5661950396173414,-4.40288463526875,0.6557105730122503,8.15,0.4940653256000229,4.2221466748777905,1.1874150544990107,6.935011123597631,-0.5029300000000001,-3.743325000000001,1.0974825000000004,4.45508,2.560895,4.54655,13,3.950488880818437e-61
2.18 meters right oven,oven,2.183678171913879,right,1.6498815135813745,0.3268024200240422,0.9512018393452588,-5.752398861425128,-3.833067873523202,0.785509335543609,0.9828498824317308,-5.752398861425128,-3.833067873523202,0.785509335543609,2.18,0.4949644540744123,0.0639966454293753,1.5352048289619318,7.490172001695875,-5.384375,-4.115965,1.1871730000000005,5.51159,2.4101540000000004,5.33513,12,0.10762806828059089
6.36 meters front tv,tv,6.3640658398306895,front,0.0676325559696835,0.8598168755164028,1.4518951767588997,1.1565096477051724,-3.664162794450947,3.904758153387027,0.7478858385158353,1.1565096477051724,-3.664162794450947,3.904758153387027,6.36,0.4355685530276698,1.4064254344614016,1.902682939812863,9.031331762052655,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,2.039380237340157e-46
3.61 meters left toilet,toilet,3.6149565854867007,left,0.8191567416753978,0.8820649481150152,0.789208674005482,-2.042637465170112,3.924224553924771,0.4295642306594678,0.5946080732571069,-2.042637465170112,3.924224553924771,0.4295642306594678,3.61,0.2646194844345045,3.2148864284785557,1.2034556172787465,4.496237655738161,-2.64407,3.17261,1.157961,2.0274,2.3852580000000003,2.63428,1,5.87628295130108e-43
1.97 meters above handbag,handbag,1.9692713844465173,above,0.3419568652917291,0.4561192135438445,0.3872292061864351,-0.8041992929123619,-1.2166306918824918,2.8753754086831886,0.4004261788502519,-0.8041992929123619,-1.2166306918824918,2.8753754086831886,1.97,0.1368357640631533,-0.07180768531304026,0.0,29.231314336633694,-0.1185899999999999,0.0893650000000001,3.794285,3.7397,2.32783,3.03579,5,9.822611213141273e-46
8.49 meters front book,book,8.486055731847957,front,0.2045035714147596,0.3544110920053516,0.7196240955078705,1.536582151281667,-2.488528382150262,4.132380423955373,0.2967717077918945,1.536582151281667,-2.488528382150262,4.132380423955373,8.49,0.244485765597746,1.212905519212566,1.76379436520161,10.297627413968407,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,4.803065272773382e-261
9.62 meters right chair,chair,9.624173274024873,right,0.4385140275709964,0.6109787473328483,0.5956788509724236,-2.097152986214502,-5.689175544703193,2.972475630255014,0.28914508381397286,-2.097152986214502,-5.689175544703193,2.972475630255014,9.62,0.1832936241998544,0.13502981951957344,1.9930408851890116,16.820105952281043,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,0.0
9.60 meters left book,book,9.602381344556584,left,0.2089300703481762,0.3638347542178068,0.597404570457327,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.275030801075786,-1.779408805203084,-0.5092835842504091,1.5100105239436603,9.6,0.1263821530488601,2.321523813177384,1.556180806215861,19.521377465916856,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,0.0
8.90 meters left umbrella,umbrella,8.903153319643337,left,1.3974787047187904,1.5885759816253846,1.4259457846115438,-0.5968458311411475,4.277855693017166,3.450312309809785,0.7064727541198172,-0.5968458311411475,4.277855693017166,3.450312309809785,8.9,0.4765727944876153,3.0079432773094683,1.8455670895017005,0.01,-0.0818099999999999,3.91699,3.806315,3.78756,2.31477,4.49382,6,1.8385836160496417e-76
4.06 meters above sink,sink,4.06308579775884,above,0.7936478627613361,0.1686600717420674,0.5141332462250991,-9.195179462738562,-3.0937671874764714,3.626592733738448,0.34841557047374705,-9.195179462738562,-3.0937671874764714,3.626592733738448,4.06,0.2072114527285831,-0.1936677733334314,0.0,19.491753353382443,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,4.324513533379319e-84
7.96 meters front sink,sink,7.961188501933167,front,0.9851392519989745,0.1941215101595098,0.5722474372480884,-3.1108100483310626,4.059543139634657,0.8492837047953237,0.6263094367437615,-3.1108100483310626,4.059543139634657,0.8492837047953237,7.96,0.2955417755996923,1.5089940550949363,1.3620135432936857,9.031555127735494,-2.64407,3.17261,1.157961,2.0274,2.3852580000000003,2.63428,1,5.181546556316036e-158
1.52 meters right book,book,1.517677200639266,right,0.202220324423711,0.2853622148841968,0.6581784127904537,1.536582151281667,-2.488528382150262,4.132380423955373,0.4317259551233655,1.536582151281667,-2.488528382150262,4.132380423955373,1.52,0.244485765597746,0.07062934338148441,1.2454799051248866,12.723101936405724,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,0.0006751031588175146
6.52 meters front dining table,dining table,6.517772050387795,front,1.6189583373496648,0.9112129026557854,0.995867317489802,-3.45709887423656,-5.555081996890026,0.4472354488403609,1.0612265724282244,-3.45709887423656,-5.555081996890026,0.4472354488403609,6.52,0.4856875012048994,2.321534171307565,1.3148233216272507,4.739894398137663,-5.384375,-4.115965,1.1871730000000005,5.51159,2.4101540000000004,5.33513,12,3.2296734046355467e-41
4.10 meters below sink,sink,4.10397930606485,below,0.4866640347009183,0.2073020408820842,0.6824231845082163,-3.4020157948248637,4.121478546263153,3.4803050755911737,0.19486739207040776,-3.4020157948248637,4.121478546263153,3.4803050755911737,4.1,0.2047269553524648,-0.2362828055853946,3.141592653589793,20.682932028837925,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.38497,2,8.114493886421136e-88
5.03 meters right tv,tv,5.0303611676784445,right,0.0676325559696835,0.8598168755164028,1.4518951767588997,1.1565096477051724,-3.664162794450947,3.904758153387027,0.6605329443726701,1.1565096477051724,-3.664162794450947,3.904758153387027,5.03,0.4355685530276698,-0.858915611895462,1.5219965506314244,1.5754775104467722,-0.335925,-3.74965,3.80619,4.04467,2.3360199999999995,4.517060000000001,17,3.075120818860776e-29
1.91 meters left book,book,1.905895858658656,left,0.2289820647200462,0.2344314501644209,0.4167801090211505,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.15769297901149282,-1.779408805203084,-0.5092835842504091,1.5100105239436603,1.91,0.1263821530488601,2.7908483423227577,1.5425175605191295,14.948886860598055,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,2.0377541027230887e-56
4.50 meters left potted plant,potted plant,4.496500645231999,left,0.3922773475796646,0.5096337775423677,0.4608401343539849,-7.860535105578236,5.664743754611277,0.835990403508774,0.46774159997401366,-7.860535105578236,5.664743754611277,0.835990403508774,4.5,0.1528901332627103,2.6266236210801805,1.2417606532585046,28.80650096051549,-6.933929999999999,3.2795495000000003,2.468492,7.16334,5.001816000000001,5.735061,14,3.8229762985218673e-199
9.68 meters front book,book,9.682821738726911,front,0.3445894012264141,0.3344916167335321,0.6578305545432288,-0.113339690353431,1.9602619006513928,2.863856267268733,0.5210907919315461,-0.113339690353431,1.9602619006513928,2.863856267268733,9.68,0.1383504450045032,1.1021696752647598,1.4603216397584875,23.39184244927112,-0.0818099999999999,3.91699,3.806315,3.78756,2.31477,4.49382,6,0.0
6.04 meters above bed,bed,6.037952487000075,above,2.2596154043704946,0.9520938543802338,1.1688998305599378,0.5674544839182301,1.010382077808382,3.1167603966587496,1.0311219943424235,0.5674544839182301,1.010382077808382,3.1167603966587496,6.04,0.6778846213111483,-0.0981111383768439,0.2332012728185232,6.59936224853567,-0.1185899999999999,0.0893650000000001,3.794285,3.7397,2.32783,3.03579,5,2.6300419281096533e-17
4.49 meters above chair,chair,4.493250612366284,above,1.0364710382749287,0.9169028998456096,1.0014110521233768,-7.073122266047779,4.862378637695379,0.6038808093559072,0.6927904947787179,-7.073122266047779,4.862378637695379,0.6038808093559072,4.49,0.4382436611410367,-0.05352918580641646,0.0,5.654638165928571,-6.933929999999999,3.2795495000000003,2.468492,7.16334,5.001816000000001,5.735061,14,1.6078799882244182e-23
2.80 meters behind book,book,2.7981515175477867,behind,0.1941954872794673,0.4316041581773635,0.5887858925726024,-1.779408805203084,-0.5092835842504091,1.5100105239436603,0.2338539107107258,-1.779408805203084,-0.5092835842504091,1.5100105239436603,2.8,0.1263821530488601,4.490258092857084,1.7122578835584383,28.801107906480354,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,4.854956507386464e-110
1.18 meters left sink,sink,1.1775275504978149,left,0.4866640347009183,0.2073020408820842,0.6824231845082163,-3.4020157948248637,4.121478546263153,3.4803050755911737,0.35675452502095467,-3.4020157948248637,4.121478546263153,3.4803050755911737,1.18,0.2047269553524648,3.2822952169494743,1.5867429310682568,14.654085889853826,-2.197996,4.489525,4.172295,3.050288,3.0499499999999995,3.38497,2,3.059397320494279e-14
2.10 meters behind potted plant,potted plant,2.0995348188080656,behind,0.1679711346031887,0.2517476536964815,0.2391291633771199,-9.105957030097564,-0.6317893356593669,0.8547200711678641,0.1287190315583459,-9.105957030097564,-0.6317893356593669,0.8547200711678641,2.1,0.0582417632346091,4.673474341019294,2.198746819474075,59.37620405892718,-9.19996,-1.0966399999999998,1.1632515,3.84848,2.366217,4.1661,10,7.580617306244231e-284
6.34 meters above chair,chair,6.33502302266686,above,1.1140342669202692,0.9382184350650282,0.7907253628171735,-8.52460925813587,-1.0824626219564937,0.4674616559853013,0.5054808518251963,-8.52460925813587,-1.0824626219564937,0.4674616559853013,6.34,0.2801377179417278,-0.305222883877907,0.0,16.664733251216518,-9.19996,-1.0966399999999998,1.1632515,3.84848,2.366217,4.1661,10,6.001596891878226e-112
5.91 meters below couch,couch,5.907935562807414,below,3.183125927855823,0.8457373852553693,1.981410298763833,-1.2439678919704615,-4.989781571348766,0.2494667919321564,1.6395773042670725,-1.2439678919704615,-4.989781571348766,0.2494667919321564,5.91,0.9549377783567468,-0.6978343947896771,3.141592653589793,5.413667631799794,-0.5029300000000001,-3.743325000000001,1.0974825000000004,4.45508,2.560895,4.54655,13,4.8168378459327395e-09
4.67 meters above toilet,toilet,4.6718970613427135,above,0.2412970616099929,0.6318164875528756,0.5888035757237982,-10.501183343214388,0.5583660484365035,3.0687024961521265,0.0980939309090239,-10.501183343214388,0.5583660484365035,3.0687024961521265,4.67,0.125482199610283,-0.18860992297997958,0.07911516130695587,24.170107439467547,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,1.1279473303255374e-300
7.99 meters behind potted plant,potted plant,7.985248785318292,behind,0.2610220780559054,0.3751741633943926,0.2082770361558568,-8.529078713338903,-3.0996075351297145,3.773297672918285,0.1772382548906002,-8.529078713338903,-3.0996075351297145,3.773297672918285,7.99,0.1125522490183177,4.611598029101936,1.616565080425637,34.01174732848642,-9.21181,-1.2098959999999996,3.83122,3.779779999999999,2.34766,4.358268,3,0.0
2.51 meters right tv,tv,2.5121623772750272,right,1.4240820183044258,0.9269793451746488,0.2221066398518376,-0.6576052757928084,-1.499579284672527,1.33536986426668,0.45537516505908315,-0.6576052757928084,-1.499579284672527,1.33536986426668,2.51,0.4272246054913277,-0.09474010580387371,1.6237500532066307,8.502037407658412,-0.5029300000000001,-3.743325000000001,1.0974825000000004,4.45508,2.560895,4.54655,13,0.00014975216708715107
1.59 meters right chair,chair,1.5926283615099588,right,1.0841842354469091,0.9007895376887292,1.4452380970047871,1.1772024393024076,0.6069182910248485,0.4438821217503949,0.5469468702545353,1.1772024393024076,0.6069182910248485,0.4438821217503949,1.59,0.4335714291014361,0.13119819348564385,2.0890013910441523,0.01,-0.1708699999999998,0.1050600000000001,1.1783815000000002,3.85742,2.3847570000000005,3.0424800000000003,11,0.0012118302439293614
